\*model-noddi\*_config.pickle.gz,A config file internally used by AMICO.
\*model-noddi\*param-direction\*_dwimap.fib.gz,"DSI Studio fib format file where the peak directions come from the NODDI fit. The ""qa"" variable is actually ICVF. "
